order_id,customer_id,order_status,order_date,required_date,shipped_date,store,staff_name
329,274,4,24/07/2016,27/07/2016,26/07/2016,Baldwin Bikes,Marcelene
330,622,4,24/07/2016,27/07/2016,27/07/2016,Baldwin Bikes,Marcelene
331,642,4,24/07/2016,26/07/2016,25/07/2016,Baldwin Bikes,Marcelene
332,659,4,24/07/2016,26/07/2016,26/07/2016,Baldwin Bikes,Venita
333,779,4,25/07/2016,27/07/2016,26/07/2016,Baldwin Bikes,Marcelene
334,1112,4,25/07/2016,28/07/2016,27/07/2016,Baldwin Bikes,Venita
335,1193,4,25/07/2016,27/07/2016,26/07/2016,Baldwin Bikes,Marcelene
336,1030,4,26/07/2016,29/07/2016,27/07/2016,Baldwin Bikes,Venita
337,1252,4,26/07/2016,27/07/2016,28/07/2016,Baldwin Bikes,Venita
338,1333,4,28/07/2016,29/07/2016,30/07/2016,Santa Cruz Bikes,Genna
339,1110,4,28/07/2016,31/07/2016,29/07/2016,Baldwin Bikes,Venita
340,963,4,29/07/2016,30/07/2016,31/07/2016,Baldwin Bikes,Venita
341,1357,4,31/07/2016,03/08/2016,01/08/2016,Santa Cruz Bikes,Genna
342,806,4,31/07/2016,01/08/2016,03/08/2016,Baldwin Bikes,Venita
343,961,4,31/07/2016,02/08/2016,01/08/2016,Baldwin Bikes,Venita
344,750,4,01/08/2016,03/08/2016,02/08/2016,Baldwin Bikes,Marcelene
345,1299,4,01/08/2016,04/08/2016,03/08/2016,Baldwin Bikes,Marcelene
346,584,4,01/08/2016,03/08/2016,02/08/2016,Rowlett Bikes,Layla
347,1004,4,02/08/2016,03/08/2016,05/08/2016,Baldwin Bikes,Marcelene
348,907,4,02/08/2016,05/08/2016,04/08/2016,Rowlett Bikes,Layla
349,30,3,03/08/2016,03/08/2016,NULL,Santa Cruz Bikes,Genna
350,31,3,03/08/2016,03/08/2016,NULL,Santa Cruz Bikes,Genna
351,1307,4,03/08/2016,06/08/2016,04/08/2016,Santa Cruz Bikes,Mireya
352,16,4,03/08/2016,04/08/2016,06/08/2016,Baldwin Bikes,Venita
353,1387,4,03/08/2016,06/08/2016,06/08/2016,Baldwin Bikes,Venita
354,551,4,03/08/2016,05/08/2016,06/08/2016,Rowlett Bikes,Kali
355,1011,4,03/08/2016,05/08/2016,05/08/2016,Rowlett Bikes,Kali
356,1189,4,04/08/2016,07/08/2016,06/08/2016,Baldwin Bikes,Marcelene
357,14,3,05/08/2016,05/08/2016,NULL,Rowlett Bikes,Kali
358,1042,4,05/08/2016,07/08/2016,07/08/2016,Baldwin Bikes,Venita
359,441,4,07/08/2016,10/08/2016,10/08/2016,Baldwin Bikes,Venita
360,1300,4,07/08/2016,09/08/2016,10/08/2016,Baldwin Bikes,Marcelene
361,994,4,08/08/2016,09/08/2016,11/08/2016,Baldwin Bikes,Marcelene
362,187,4,09/08/2016,11/08/2016,11/08/2016,Santa Cruz Bikes,Mireya
363,834,4,11/08/2016,12/08/2016,13/08/2016,Rowlett Bikes,Kali
364,373,4,12/08/2016,14/08/2016,13/08/2016,Baldwin Bikes,Marcelene
365,981,4,13/08/2016,14/08/2016,15/08/2016,Baldwin Bikes,Marcelene
366,1054,4,13/08/2016,14/08/2016,14/08/2016,Rowlett Bikes,Layla
367,527,4,14/08/2016,15/08/2016,15/08/2016,Baldwin Bikes,Venita
368,995,4,14/08/2016,15/08/2016,17/08/2016,Baldwin Bikes,Venita
369,1285,4,15/08/2016,18/08/2016,18/08/2016,Santa Cruz Bikes,Genna
370,758,4,15/08/2016,18/08/2016,18/08/2016,Baldwin Bikes,Venita
371,891,4,15/08/2016,16/08/2016,18/08/2016,Baldwin Bikes,Venita
372,132,4,16/08/2016,18/08/2016,18/08/2016,Baldwin Bikes,Marcelene
373,337,4,16/08/2016,19/08/2016,17/08/2016,Baldwin Bikes,Venita
374,1313,4,17/08/2016,19/08/2016,18/08/2016,Santa Cruz Bikes,Mireya
375,536,4,17/08/2016,20/08/2016,20/08/2016,Baldwin Bikes,Venita
376,825,4,17/08/2016,19/08/2016,18/08/2016,Baldwin Bikes,Marcelene
377,1355,4,17/08/2016,19/08/2016,20/08/2016,Baldwin Bikes,Marcelene
378,475,4,17/08/2016,20/08/2016,20/08/2016,Rowlett Bikes,Layla
379,954,4,18/08/2016,21/08/2016,21/08/2016,Baldwin Bikes,Venita
380,1156,4,19/08/2016,20/08/2016,21/08/2016,Baldwin Bikes,Venita
381,1297,4,19/08/2016,21/08/2016,21/08/2016,Baldwin Bikes,Venita
382,199,4,20/08/2016,23/08/2016,23/08/2016,Baldwin Bikes,Marcelene
383,331,4,20/08/2016,23/08/2016,22/08/2016,Baldwin Bikes,Venita
384,410,4,20/08/2016,22/08/2016,23/08/2016,Baldwin Bikes,Venita
385,1274,4,20/08/2016,23/08/2016,22/08/2016,Baldwin Bikes,Venita
386,1362,4,20/08/2016,23/08/2016,23/08/2016,Baldwin Bikes,Marcelene
387,451,4,20/08/2016,21/08/2016,21/08/2016,Rowlett Bikes,Kali
388,1080,4,21/08/2016,24/08/2016,23/08/2016,Rowlett Bikes,Kali
389,53,4,22/08/2016,24/08/2016,25/08/2016,Santa Cruz Bikes,Genna
390,576,4,22/08/2016,24/08/2016,25/08/2016,Rowlett Bikes,Layla
391,61,3,23/08/2016,23/08/2016,NULL,Rowlett Bikes,Layla
392,176,4,23/08/2016,26/08/2016,24/08/2016,Santa Cruz Bikes,Genna
393,368,4,25/08/2016,26/08/2016,27/08/2016,Baldwin Bikes,Marcelene
394,522,4,26/08/2016,28/08/2016,29/08/2016,Santa Cruz Bikes,Genna
395,144,4,26/08/2016,27/08/2016,29/08/2016,Baldwin Bikes,Marcelene
396,542,4,27/08/2016,30/08/2016,29/08/2016,Baldwin Bikes,Marcelene
397,1437,4,28/08/2016,31/08/2016,29/08/2016,Baldwin Bikes,Venita
398,447,4,29/08/2016,30/08/2016,01/09/2016,Santa Cruz Bikes,Mireya
399,1001,4,29/08/2016,01/09/2016,01/09/2016,Baldwin Bikes,Venita
400,1295,4,29/08/2016,30/08/2016,31/08/2016,Baldwin Bikes,Marcelene
401,103,4,30/08/2016,02/09/2016,01/09/2016,Baldwin Bikes,Marcelene
402,1335,4,30/08/2016,01/09/2016,31/08/2016,Baldwin Bikes,Marcelene
403,578,4,31/08/2016,01/09/2016,02/09/2016,Santa Cruz Bikes,Genna
404,396,4,31/08/2016,03/09/2016,01/09/2016,Baldwin Bikes,Venita
405,603,4,31/08/2016,01/09/2016,01/09/2016,Baldwin Bikes,Marcelene
406,1380,4,31/08/2016,02/09/2016,01/09/2016,Baldwin Bikes,Venita
407,77,3,01/09/2016,01/09/2016,NULL,Rowlett Bikes,Kali
408,1071,4,01/09/2016,02/09/2016,02/09/2016,Santa Cruz Bikes,Mireya
409,416,4,01/09/2016,04/09/2016,04/09/2016,Baldwin Bikes,Venita
410,1151,4,01/09/2016,03/09/2016,02/09/2016,Baldwin Bikes,Marcelene
411,261,4,02/09/2016,04/09/2016,04/09/2016,Santa Cruz Bikes,Genna
412,1202,4,02/09/2016,04/09/2016,04/09/2016,Santa Cruz Bikes,Genna
413,717,4,02/09/2016,05/09/2016,03/09/2016,Baldwin Bikes,Marcelene
414,917,4,03/09/2016,06/09/2016,06/09/2016,Baldwin Bikes,Venita
415,1265,4,03/09/2016,06/09/2016,06/09/2016,Baldwin Bikes,Venita
416,1377,4,03/09/2016,04/09/2016,06/09/2016,Baldwin Bikes,Venita
417,359,4,04/09/2016,05/09/2016,06/09/2016,Santa Cruz Bikes,Genna
418,88,4,04/09/2016,05/09/2016,05/09/2016,Baldwin Bikes,Marcelene
419,14,4,04/09/2016,07/09/2016,06/09/2016,Rowlett Bikes,Kali
420,72,4,05/09/2016,06/09/2016,07/09/2016,Santa Cruz Bikes,Genna
421,240,4,05/09/2016,06/09/2016,08/09/2016,Santa Cruz Bikes,Genna
422,398,4,06/09/2016,07/09/2016,09/09/2016,Baldwin Bikes,Marcelene
423,1397,4,06/09/2016,09/09/2016,09/09/2016,Baldwin Bikes,Venita
424,67,4,08/09/2016,11/09/2016,11/09/2016,Santa Cruz Bikes,Genna
425,843,4,08/09/2016,11/09/2016,11/09/2016,Baldwin Bikes,Marcelene
426,944,4,08/09/2016,10/09/2016,10/09/2016,Baldwin Bikes,Marcelene
427,434,4,09/09/2016,10/09/2016,11/09/2016,Santa Cruz Bikes,Mireya
428,1039,4,09/09/2016,12/09/2016,10/09/2016,Baldwin Bikes,Marcelene
429,153,4,10/09/2016,12/09/2016,12/09/2016,Rowlett Bikes,Kali
430,272,4,11/09/2016,13/09/2016,12/09/2016,Baldwin Bikes,Marcelene
431,1217,4,11/09/2016,12/09/2016,12/09/2016,Baldwin Bikes,Marcelene
432,169,4,12/09/2016,15/09/2016,14/09/2016,Santa Cruz Bikes,Mireya
433,1062,4,12/09/2016,15/09/2016,13/09/2016,Baldwin Bikes,Marcelene
434,726,4,13/09/2016,15/09/2016,14/09/2016,Baldwin Bikes,Marcelene
435,77,4,14/09/2016,15/09/2016,16/09/2016,Rowlett Bikes,Layla
436,791,4,16/09/2016,19/09/2016,19/09/2016,Baldwin Bikes,Venita
437,1085,4,16/09/2016,18/09/2016,18/09/2016,Baldwin Bikes,Venita
438,314,4,16/09/2016,19/09/2016,18/09/2016,Rowlett Bikes,Kali
439,149,4,17/09/2016,20/09/2016,18/09/2016,Baldwin Bikes,Marcelene
440,882,4,17/09/2016,18/09/2016,19/09/2016,Baldwin Bikes,Venita
441,704,4,18/09/2016,19/09/2016,19/09/2016,Santa Cruz Bikes,Mireya
442,667,4,18/09/2016,21/09/2016,21/09/2016,Baldwin Bikes,Venita
443,1371,4,18/09/2016,19/09/2016,20/09/2016,Baldwin Bikes,Marcelene
444,30,4,19/09/2016,20/09/2016,21/09/2016,Santa Cruz Bikes,Mireya
445,362,4,19/09/2016,22/09/2016,22/09/2016,Baldwin Bikes,Marcelene
446,399,4,19/09/2016,21/09/2016,20/09/2016,Baldwin Bikes,Venita
447,808,4,20/09/2016,23/09/2016,22/09/2016,Rowlett Bikes,Kali
448,101,4,21/09/2016,22/09/2016,24/09/2016,Baldwin Bikes,Marcelene
449,492,4,21/09/2016,24/09/2016,22/09/2016,Baldwin Bikes,Venita
450,575,4,21/09/2016,24/09/2016,23/09/2016,Baldwin Bikes,Venita
451,1146,4,21/09/2016,23/09/2016,22/09/2016,Baldwin Bikes,Venita
452,997,4,22/09/2016,23/09/2016,24/09/2016,Baldwin Bikes,Venita
453,1028,4,22/09/2016,24/09/2016,25/09/2016,Baldwin Bikes,Venita
454,988,4,23/09/2016,25/09/2016,26/09/2016,Baldwin Bikes,Marcelene
455,1055,4,23/09/2016,24/09/2016,24/09/2016,Baldwin Bikes,Venita
456,1061,4,23/09/2016,26/09/2016,25/09/2016,Rowlett Bikes,Layla
457,1349,4,24/09/2016,27/09/2016,27/09/2016,Santa Cruz Bikes,Genna
458,197,4,25/09/2016,28/09/2016,26/09/2016,Baldwin Bikes,Marcelene
459,874,4,25/09/2016,28/09/2016,26/09/2016,Baldwin Bikes,Marcelene
460,691,4,25/09/2016,27/09/2016,26/09/2016,Rowlett Bikes,Kali
461,853,4,26/09/2016,27/09/2016,27/09/2016,Baldwin Bikes,Venita
462,852,4,27/09/2016,28/09/2016,29/09/2016,Baldwin Bikes,Marcelene
463,964,4,27/09/2016,28/09/2016,28/09/2016,Rowlett Bikes,Kali
464,74,4,28/09/2016,30/09/2016,29/09/2016,Baldwin Bikes,Venita
465,1198,4,28/09/2016,01/10/2016,01/10/2016,Baldwin Bikes,Marcelene
466,1440,4,28/09/2016,29/09/2016,01/10/2016,Baldwin Bikes,Venita
467,555,4,28/09/2016,30/09/2016,30/09/2016,Rowlett Bikes,Kali
468,1261,4,29/09/2016,02/10/2016,30/09/2016,Santa Cruz Bikes,Genna
469,1089,4,29/09/2016,02/10/2016,02/10/2016,Baldwin Bikes,Venita
470,641,4,30/09/2016,02/10/2016,02/10/2016,Santa Cruz Bikes,Genna
471,697,4,30/09/2016,02/10/2016,01/10/2016,Santa Cruz Bikes,Genna
472,468,4,30/09/2016,01/10/2016,01/10/2016,Baldwin Bikes,Venita
473,549,4,30/09/2016,02/10/2016,03/10/2016,Baldwin Bikes,Venita
474,553,4,01/10/2016,04/10/2016,04/10/2016,Santa Cruz Bikes,Genna
475,241,4,01/10/2016,04/10/2016,03/10/2016,Baldwin Bikes,Venita
476,559,4,01/10/2016,04/10/2016,02/10/2016,Baldwin Bikes,Marcelene
477,449,4,02/10/2016,05/10/2016,04/10/2016,Santa Cruz Bikes,Mireya
478,304,4,02/10/2016,05/10/2016,03/10/2016,Baldwin Bikes,Venita
479,984,4,03/10/2016,04/10/2016,04/10/2016,Baldwin Bikes,Marcelene
480,686,4,04/10/2016,07/10/2016,05/10/2016,Santa Cruz Bikes,Genna
481,481,4,04/10/2016,07/10/2016,06/10/2016,Rowlett Bikes,Layla
482,513,4,05/10/2016,06/10/2016,06/10/2016,Baldwin Bikes,Marcelene
483,703,4,06/10/2016,07/10/2016,09/10/2016,Santa Cruz Bikes,Mireya
484,421,4,06/10/2016,09/10/2016,07/10/2016,Baldwin Bikes,Venita
485,465,4,06/10/2016,08/10/2016,07/10/2016,Baldwin Bikes,Venita
486,709,4,06/10/2016,08/10/2016,09/10/2016,Baldwin Bikes,Venita
487,827,4,06/10/2016,09/10/2016,09/10/2016,Baldwin Bikes,Marcelene
488,921,4,06/10/2016,09/10/2016,08/10/2016,Baldwin Bikes,Marcelene
489,899,4,06/10/2016,08/10/2016,08/10/2016,Rowlett Bikes,Kali
490,876,4,07/10/2016,10/10/2016,09/10/2016,Baldwin Bikes,Marcelene
491,1048,4,08/10/2016,10/10/2016,11/10/2016,Santa Cruz Bikes,Mireya
492,191,4,09/10/2016,10/10/2016,12/10/2016,Santa Cruz Bikes,Mireya
493,796,4,09/10/2016,12/10/2016,11/10/2016,Santa Cruz Bikes,Genna
494,875,4,09/10/2016,10/10/2016,11/10/2016,Baldwin Bikes,Marcelene
495,712,4,10/10/2016,12/10/2016,13/10/2016,Santa Cruz Bikes,Genna
496,193,4,10/10/2016,12/10/2016,11/10/2016,Baldwin Bikes,Marcelene
497,785,4,10/10/2016,11/10/2016,11/10/2016,Baldwin Bikes,Marcelene
498,1331,4,10/10/2016,12/10/2016,11/10/2016,Baldwin Bikes,Marcelene
499,260,4,11/10/2016,14/10/2016,13/10/2016,Santa Cruz Bikes,Mireya
500,148,4,11/10/2016,12/10/2016,13/10/2016,Baldwin Bikes,Marcelene
501,977,4,11/10/2016,12/10/2016,13/10/2016,Baldwin Bikes,Venita
502,401,4,12/10/2016,13/10/2016,13/10/2016,Rowlett Bikes,Layla
503,932,4,13/10/2016,16/10/2016,14/10/2016,Baldwin Bikes,Marcelene
504,1381,4,14/10/2016,15/10/2016,15/10/2016,Santa Cruz Bikes,Mireya
505,721,4,14/10/2016,16/10/2016,17/10/2016,Baldwin Bikes,Marcelene
506,831,4,14/10/2016,16/10/2016,16/10/2016,Baldwin Bikes,Marcelene
507,1378,4,15/10/2016,17/10/2016,17/10/2016,Santa Cruz Bikes,Genna
508,1359,4,15/10/2016,18/10/2016,18/10/2016,Baldwin Bikes,Marcelene
509,235,4,16/10/2016,17/10/2016,17/10/2016,Baldwin Bikes,Venita
510,586,4,17/10/2016,18/10/2016,18/10/2016,Baldwin Bikes,Venita
511,377,4,18/10/2016,20/10/2016,19/10/2016,Baldwin Bikes,Venita
512,8,4,19/10/2016,22/10/2016,20/10/2016,Baldwin Bikes,Venita
513,155,4,19/10/2016,21/10/2016,21/10/2016,Baldwin Bikes,Marcelene
514,927,4,19/10/2016,21/10/2016,20/10/2016,Baldwin Bikes,Venita
515,986,4,19/10/2016,20/10/2016,22/10/2016,Baldwin Bikes,Marcelene
516,111,4,21/10/2016,23/10/2016,24/10/2016,Baldwin Bikes,Marcelene
517,613,4,21/10/2016,22/10/2016,24/10/2016,Baldwin Bikes,Marcelene
518,1374,4,22/10/2016,24/10/2016,25/10/2016,Santa Cruz Bikes,Mireya
519,54,4,22/10/2016,23/10/2016,24/10/2016,Baldwin Bikes,Venita
520,639,4,23/10/2016,26/10/2016,24/10/2016,Baldwin Bikes,Venita
521,664,4,23/10/2016,25/10/2016,25/10/2016,Baldwin Bikes,Marcelene
522,724,4,23/10/2016,24/10/2016,24/10/2016,Baldwin Bikes,Venita
523,1056,4,24/10/2016,26/10/2016,27/10/2016,Baldwin Bikes,Marcelene
524,569,4,25/10/2016,26/10/2016,27/10/2016,Santa Cruz Bikes,Mireya
525,1315,4,26/10/2016,28/10/2016,29/10/2016,Santa Cruz Bikes,Genna
526,1096,4,26/10/2016,28/10/2016,28/10/2016,Baldwin Bikes,Marcelene
527,506,4,27/10/2016,29/10/2016,28/10/2016,Santa Cruz Bikes,Mireya
528,676,4,28/10/2016,31/10/2016,31/10/2016,Baldwin Bikes,Venita
529,753,4,28/10/2016,30/10/2016,31/10/2016,Baldwin Bikes,Venita
530,773,4,28/10/2016,31/10/2016,31/10/2016,Baldwin Bikes,Marcelene
531,116,4,28/10/2016,29/10/2016,30/10/2016,Rowlett Bikes,Kali
532,817,4,29/10/2016,31/10/2016,30/10/2016,Baldwin Bikes,Venita
533,1334,4,29/10/2016,01/11/2016,01/11/2016,Baldwin Bikes,Marcelene
534,1406,4,29/10/2016,30/10/2016,31/10/2016,Baldwin Bikes,Venita
535,835,4,29/10/2016,31/10/2016,01/11/2016,Rowlett Bikes,Layla
536,759,4,31/10/2016,02/11/2016,01/11/2016,Santa Cruz Bikes,Genna
537,1353,4,31/10/2016,01/11/2016,03/11/2016,Santa Cruz Bikes,Mireya
538,341,4,02/11/2016,05/11/2016,05/11/2016,Baldwin Bikes,Marcelene
539,1144,4,02/11/2016,04/11/2016,03/11/2016,Baldwin Bikes,Venita
540,1429,4,03/11/2016,05/11/2016,06/11/2016,Santa Cruz Bikes,Genna
541,1228,4,04/11/2016,07/11/2016,07/11/2016,Santa Cruz Bikes,Genna
542,313,4,04/11/2016,06/11/2016,05/11/2016,Baldwin Bikes,Venita
543,62,4,06/11/2016,09/11/2016,08/11/2016,Baldwin Bikes,Marcelene
544,321,4,06/11/2016,07/11/2016,08/11/2016,Baldwin Bikes,Venita
545,1108,4,08/11/2016,10/11/2016,09/11/2016,Rowlett Bikes,Layla
546,470,4,09/11/2016,12/11/2016,10/11/2016,Baldwin Bikes,Venita
547,20,4,09/11/2016,11/11/2016,10/11/2016,Rowlett Bikes,Kali
548,739,4,11/11/2016,13/11/2016,13/11/2016,Baldwin Bikes,Venita
549,64,3,12/11/2016,12/11/2016,NULL,Rowlett Bikes,Layla
550,892,4,12/11/2016,14/11/2016,15/11/2016,Baldwin Bikes,Venita
551,1169,4,12/11/2016,13/11/2016,13/11/2016,Baldwin Bikes,Marcelene
552,1282,4,12/11/2016,15/11/2016,13/11/2016,Baldwin Bikes,Venita
553,913,4,12/11/2016,13/11/2016,15/11/2016,Rowlett Bikes,Layla
554,104,4,13/11/2016,14/11/2016,16/11/2016,Santa Cruz Bikes,Genna
555,212,4,13/11/2016,14/11/2016,16/11/2016,Baldwin Bikes,Venita
556,61,4,13/11/2016,14/11/2016,15/11/2016,Rowlett Bikes,Layla
557,1248,4,14/11/2016,17/11/2016,15/11/2016,Baldwin Bikes,Marcelene
558,1443,4,15/11/2016,16/11/2016,17/11/2016,Baldwin Bikes,Venita
559,959,4,16/11/2016,17/11/2016,17/11/2016,Santa Cruz Bikes,Mireya
560,1405,4,18/11/2016,19/11/2016,21/11/2016,Baldwin Bikes,Marcelene
561,90,4,19/11/2016,22/11/2016,22/11/2016,Baldwin Bikes,Marcelene
562,942,4,19/11/2016,20/11/2016,22/11/2016,Baldwin Bikes,Venita
563,365,4,20/11/2016,22/11/2016,21/11/2016,Baldwin Bikes,Marcelene
564,1058,4,20/11/2016,23/11/2016,22/11/2016,Baldwin Bikes,Venita
565,894,4,21/11/2016,22/11/2016,22/11/2016,Baldwin Bikes,Venita
566,298,4,22/11/2016,25/11/2016,23/11/2016,Santa Cruz Bikes,Genna
567,1430,4,22/11/2016,23/11/2016,23/11/2016,Santa Cruz Bikes,Mireya
568,1275,4,23/11/2016,25/11/2016,24/11/2016,Santa Cruz Bikes,Genna
569,707,4,23/11/2016,24/11/2016,25/11/2016,Baldwin Bikes,Marcelene
570,989,4,23/11/2016,24/11/2016,25/11/2016,Baldwin Bikes,Marcelene
571,5,4,24/11/2016,25/11/2016,27/11/2016,Santa Cruz Bikes,Mireya
572,178,4,24/11/2016,26/11/2016,26/11/2016,Baldwin Bikes,Marcelene
573,423,4,24/11/2016,26/11/2016,27/11/2016,Baldwin Bikes,Marcelene
574,833,4,26/11/2016,27/11/2016,29/11/2016,Baldwin Bikes,Venita
575,33,4,27/11/2016,28/11/2016,30/11/2016,Santa Cruz Bikes,Genna
576,1272,4,27/11/2016,30/11/2016,28/11/2016,Santa Cruz Bikes,Genna
577,445,4,27/11/2016,30/11/2016,29/11/2016,Baldwin Bikes,Marcelene
578,819,4,27/11/2016,28/11/2016,29/11/2016,Baldwin Bikes,Venita
579,160,4,27/11/2016,30/11/2016,29/11/2016,Rowlett Bikes,Kali
580,581,4,30/11/2016,02/12/2016,02/12/2016,Santa Cruz Bikes,Genna
581,688,4,03/12/2016,05/12/2016,06/12/2016,Santa Cruz Bikes,Genna
582,32,3,04/12/2016,04/12/2016,NULL,Santa Cruz Bikes,Mireya
583,792,4,04/12/2016,05/12/2016,07/12/2016,Baldwin Bikes,Venita
584,1209,4,04/12/2016,05/12/2016,05/12/2016,Baldwin Bikes,Venita
585,1219,4,04/12/2016,05/12/2016,05/12/2016,Baldwin Bikes,Venita
586,1306,4,04/12/2016,06/12/2016,05/12/2016,Baldwin Bikes,Marcelene
587,487,4,06/12/2016,08/12/2016,08/12/2016,Santa Cruz Bikes,Mireya
588,102,4,06/12/2016,07/12/2016,07/12/2016,Baldwin Bikes,Venita
589,719,4,06/12/2016,07/12/2016,07/12/2016,Baldwin Bikes,Venita
590,990,4,06/12/2016,09/12/2016,07/12/2016,Baldwin Bikes,Venita
591,1211,4,06/12/2016,09/12/2016,09/12/2016,Baldwin Bikes,Venita
592,1232,4,06/12/2016,08/12/2016,08/12/2016,Baldwin Bikes,Venita
593,50,4,07/12/2016,10/12/2016,08/12/2016,Rowlett Bikes,Kali
594,1318,4,07/12/2016,08/12/2016,08/12/2016,Rowlett Bikes,Kali
595,538,4,08/12/2016,09/12/2016,11/12/2016,Santa Cruz Bikes,Mireya
596,952,4,08/12/2016,09/12/2016,09/12/2016,Santa Cruz Bikes,Genna
597,1121,4,08/12/2016,09/12/2016,10/12/2016,Baldwin Bikes,Marcelene
598,40,3,09/12/2016,09/12/2016,NULL,Santa Cruz Bikes,Genna
599,1,4,09/12/2016,10/12/2016,12/12/2016,Baldwin Bikes,Marcelene
600,624,4,09/12/2016,12/12/2016,11/12/2016,Baldwin Bikes,Venita
601,683,4,09/12/2016,10/12/2016,10/12/2016,Baldwin Bikes,Marcelene
602,823,4,09/12/2016,10/12/2016,11/12/2016,Baldwin Bikes,Marcelene
603,1032,4,09/12/2016,10/12/2016,10/12/2016,Baldwin Bikes,Venita
604,96,4,10/12/2016,13/12/2016,12/12/2016,Baldwin Bikes,Venita
605,1208,4,10/12/2016,11/12/2016,12/12/2016,Baldwin Bikes,Marcelene
606,18,4,11/12/2016,12/12/2016,13/12/2016,Baldwin Bikes,Venita
607,309,4,11/12/2016,14/12/2016,13/12/2016,Baldwin Bikes,Marcelene
608,1103,4,12/12/2016,15/12/2016,14/12/2016,Santa Cruz Bikes,Genna
609,896,4,12/12/2016,13/12/2016,14/12/2016,Baldwin Bikes,Venita
610,711,4,13/12/2016,15/12/2016,14/12/2016,Baldwin Bikes,Marcelene
611,1073,4,15/12/2016,17/12/2016,18/12/2016,Baldwin Bikes,Venita
612,634,4,16/12/2016,17/12/2016,17/12/2016,Baldwin Bikes,Venita
613,1159,4,17/12/2016,19/12/2016,19/12/2016,Baldwin Bikes,Venita
614,654,4,18/12/2016,21/12/2016,21/12/2016,Santa Cruz Bikes,Mireya
615,560,4,19/12/2016,22/12/2016,21/12/2016,Rowlett Bikes,Layla
616,1444,4,20/12/2016,23/12/2016,23/12/2016,Baldwin Bikes,Marcelene
617,118,4,21/12/2016,23/12/2016,23/12/2016,Baldwin Bikes,Venita
618,131,4,21/12/2016,22/12/2016,22/12/2016,Baldwin Bikes,Marcelene
619,454,4,22/12/2016,25/12/2016,25/12/2016,Baldwin Bikes,Venita
620,466,4,22/12/2016,24/12/2016,24/12/2016,Baldwin Bikes,Marcelene
621,1157,4,23/12/2016,25/12/2016,24/12/2016,Baldwin Bikes,Marcelene
622,1398,4,23/12/2016,26/12/2016,25/12/2016,Baldwin Bikes,Venita
623,678,4,24/12/2016,26/12/2016,27/12/2016,Baldwin Bikes,Marcelene
624,814,4,24/12/2016,25/12/2016,27/12/2016,Baldwin Bikes,Marcelene
625,1163,4,25/12/2016,28/12/2016,26/12/2016,Santa Cruz Bikes,Mireya
626,130,4,25/12/2016,28/12/2016,27/12/2016,Baldwin Bikes,Venita
627,1119,4,25/12/2016,26/12/2016,28/12/2016,Baldwin Bikes,Marcelene
628,561,4,26/12/2016,29/12/2016,27/12/2016,Santa Cruz Bikes,Genna
629,973,4,26/12/2016,27/12/2016,29/12/2016,Santa Cruz Bikes,Mireya
630,1404,4,26/12/2016,27/12/2016,28/12/2016,Baldwin Bikes,Marcelene
631,855,4,27/12/2016,29/12/2016,29/12/2016,Santa Cruz Bikes,Genna
632,163,4,27/12/2016,29/12/2016,29/12/2016,Baldwin Bikes,Venita
633,1040,4,28/12/2016,31/12/2016,30/12/2016,Rowlett Bikes,Kali
634,27,4,29/12/2016,01/01/2017,30/12/2016,Baldwin Bikes,Marcelene
635,520,4,30/12/2016,02/01/2017,31/12/2016,Baldwin Bikes,Marcelene
636,532,4,03/01/2017,04/01/2017,05/01/2017,Santa Cruz Bikes,Mireya
637,512,4,03/01/2017,05/01/2017,05/01/2017,Baldwin Bikes,Marcelene
638,1302,4,04/01/2017,05/01/2017,06/01/2017,Baldwin Bikes,Venita
639,550,4,06/01/2017,07/01/2017,07/01/2017,Baldwin Bikes,Marcelene
640,1093,4,06/01/2017,08/01/2017,07/01/2017,Baldwin Bikes,Marcelene
641,673,4,07/01/2017,10/01/2017,08/01/2017,Santa Cruz Bikes,Genna
642,847,4,07/01/2017,09/01/2017,10/01/2017,Baldwin Bikes,Venita
643,901,4,08/01/2017,09/01/2017,11/01/2017,Santa Cruz Bikes,Genna
644,439,4,08/01/2017,11/01/2017,10/01/2017,Baldwin Bikes,Marcelene
645,1199,4,08/01/2017,11/01/2017,10/01/2017,Baldwin Bikes,Marcelene
646,975,4,09/01/2017,12/01/2017,11/01/2017,Santa Cruz Bikes,Mireya
647,283,4,09/01/2017,10/01/2017,11/01/2017,Baldwin Bikes,Venita
648,684,4,09/01/2017,11/01/2017,11/01/2017,Baldwin Bikes,Marcelene
649,1153,4,10/01/2017,11/01/2017,13/01/2017,Santa Cruz Bikes,Genna
650,729,4,11/01/2017,14/01/2017,12/01/2017,Santa Cruz Bikes,Mireya
651,190,4,11/01/2017,13/01/2017,13/01/2017,Baldwin Bikes,Venita
652,985,4,12/01/2017,15/01/2017,13/01/2017,Rowlett Bikes,Layla
653,1249,4,14/01/2017,17/01/2017,15/01/2017,Santa Cruz Bikes,Mireya
654,1129,4,14/01/2017,15/01/2017,17/01/2017,Baldwin Bikes,Venita
655,347,4,16/01/2017,17/01/2017,18/01/2017,Santa Cruz Bikes,Genna
656,949,4,16/01/2017,17/01/2017,18/01/2017,Baldwin Bikes,Venita
657,349,4,17/01/2017,19/01/2017,20/01/2017,Santa Cruz Bikes,Mireya
